# x phi
-317.4400000000000 -0.0000000000000
-314.8800000000000 -0.0000000000000
-312.3200000000000 -0.0000000000000
-309.7600000000000 -0.0000000000000
-307.2000000000000 -0.0000000000000
-304.6400000000000 -0.0000000000000
-302.0800000000000 -0.0000000000001
-299.5200000000000 -0.0000000000001
-296.9600000000000 -0.0000000000001
-294.4000000000000 -0.0000000000001
-291.8400000000000 -0.0000000000001
-289.2800000000000 -0.0000000000001
-286.7200000000000 -0.0000000000001
-284.1600000000000 -0.0000000000001
-281.6000000000000 -0.0000000000001
-279.0400000000000 -0.0000000000001
-276.4800000000000 -0.0000000000001
-273.9200000000000 -0.0000000000002
-271.3600000000000 -0.0000000000001
-268.8000000000000 0.0000000000010
-266.2400000000000 0.0000000000022
-263.6800000000000 -0.0000000000045
-261.1200000000000 -0.0000000000263
-258.5600000000000 -0.0000000000208
-256.0000000000000 0.0000000001351
-253.4400000000000 0.0000000004308
-250.8800000000000 0.0000000001923
-248.3200000000000 -0.0000000018823
-245.7600000000000 -0.0000000056710
-243.2000000000000 -0.0000000067593
-240.6400000000000 0.0000000014614
-238.0800000000000 0.0000000179765
-235.5200000000000 0.0000000281352
-232.9600000000000 0.0000000170186
-230.4000000000000 -0.0000000089869
-227.8400000000000 -0.0000000265250
-225.2800000000000 -0.0000000257247
-222.7200000000000 -0.0000000194944
-220.1600000000000 -0.0000000172259
-217.6000000000000 -0.0000000125539
-215.0400000000000 -0.0000000030120
-212.4800000000000 0.0000000043453
-209.9200000000000 0.0000000086477
-207.3600000000000 0.0000000134678
-204.8000000000000 0.0000000168141
-202.2400000000000 0.0000000175280
-199.6800000000000 0.0000000177790
-197.1200000000000 0.0000000170265
-194.5600000000000 0.0000000149204
-192.0000000000000 0.0000000127051
-189.4400000000000 0.0000000100252
-186.8800000000000 0.0000000070550
-184.3200000000000 0.0000000043734
-181.7600000000000 0.0000000015023
-179.2000000000000 -0.0000000014444
-176.6400000000000 -0.0000000039591
-174.0800000000000 -0.0000000054115
-171.5200000000000 -0.0000000062175
-168.9600000000000 -0.0000000079562
-166.4000000000000 -0.0000000100316
-163.8400000000000 -0.0000000108153
-161.2800000000000 -0.0000000109620
-158.7200000000000 -0.0000000114492
-156.1600000000000 -0.0000000115627
-153.6000000000000 -0.0000000115542
-151.0400000000000 -0.0000000118536
-148.4800000000000 -0.0000000115495
-145.9200000000000 -0.0000000112966
-143.3600000000000 -0.0000000114898
-140.8000000000000 -0.0000000114285
-139.5200000000000 -0.0000000112103
-138.2400000000000 -0.0000000107678
-138.2400000000000 -0.0000000107678
-136.9600000000000 -0.0000000102061
-135.6800000000000 -0.0000000101749
-135.6800000000000 -0.0000000101749
-134.4000000000000 -0.0000000119321
-133.1200000000000 -0.0000000160395
-133.1200000000000 -0.0000000160395
-131.8400000000000 -0.0000000229517
-130.5600000000000 -0.0000000411926
-130.5600000000000 -0.0000000411926
-129.2800000000000 -0.0000000765745
-128.0000000000000 -0.0000001290570
-128.0000000000000 -0.0000001290570
-126.7200000000000 -0.0000001960020
-125.4400000000000 -0.0000002464390
-125.4400000000000 -0.0000002464390
-124.1600000000000 -0.0000002497016
-122.8800000000000 -0.0000001990233
-122.8800000000000 -0.0000001990233
-121.6000000000000 -0.0000001087119
-120.3200000000000 0.0000000049523
-120.3200000000000 0.0000000049523
-119.0400000000000 0.0000001346678
-117.7600000000000 0.0000002813949
-117.7600000000000 0.0000002813949
-116.4800000000000 0.0000004497888
-115.2000000000000 0.0000006380327
-115.2000000000000 0.0000006380327
-113.9200000000000 0.0000008249880
-112.6400000000000 0.0000009727913
-112.6400000000000 0.0000009727913
-111.3600000000000 0.0000010477813
-110.0800000000000 0.0000010333850
-110.0800000000000 0.0000010333850
-108.8000000000000 0.0000009217745
-107.5200000000000 0.0000007074733
